,Ink_ID,Solvent A,Solvent B,Pigment A,Pigment B,Resin A,Resin B,Additive,COMP_HDPE
49,50,0.08994403437865875,0.06606552059288193,0.03976483707984478,0.07529412079631052,0.09805701089618601,0.17536865382997224,0.4555058224261457,0.40106600066110526
50,51,0.2045509592843734,0.19854578998022376,0.0966865946312161,0.07533939716193437,0.1971351122848477,0.1194065055552226,0.10833564110218215,0.765629673926003
51,52,0.16042868686315537,0.14514220306547204,0.10031724438470119,0.10018009912052851,0.1426199795605082,0.15463317476953128,0.19667861223610358,0.6007600531367766
52,53,0.22831032586711092,0.22827888658478301,0.04028534531623213,0.05027406974413031,0.2000659789479911,0.12260608412551496,0.1301793094142376,0.6733819402483118
53,54,0.192027040043334,0.1858438136225816,0.20294374759124353,0.1464415840190753,0.11935671429170126,0.06879510192524331,0.08459199850682089,0.49005947745273964
54,55,0.11555689604445595,0.13875142901579854,0.16427583061275342,0.1493383331848781,0.15065819304843842,0.11748601114545987,0.16393330694821565,0.50968081408393
55,56,0.23181963588610235,0.18873132976800747,0.16823608768653128,0.19836317196748943,0.004073842255013555,0.0848077509921579,0.12396818144469812,0.4917711219084582
56,57,0.026978984773219798,0.08905381442077429,0.14094148782961155,0.15817799421403106,0.2495021895287151,0.1914751407628285,0.14387038847081962,0.40736740364713736
57,58,0.10696209401228063,0.14068234058046605,0.22473038727123593,0.15164354868802005,0.021906693095708404,0.08647577007678825,0.2675991662755007,0.39886563782071216
58,59,0.012049747196211194,0.04679029414501239,0.1734365667180728,0.11211693037898586,0.2370964846668203,0.19290403305296608,0.22560594384193136,0.287531526480786
59,60,0.07248957393246219,0.09268862505068891,0.12153223995356263,0.15771717237840768,0.22102752219721267,0.1491730084374346,0.1853718580502313,0.211488706621587
60,61,0.15848447644946523,0.21781257096577328,0.025392069061862216,0.06372377061539469,0.11990700002344575,0.2501434743017775,0.1645366385822815,0.42921208048156956
61,62,0.09963431035151349,0.17814515338539502,0.18818142681306685,0.12643096907199602,0.07722505649890037,0.2080015833395323,0.12238150053959582,0.5229346647626928
62,63,0.1637705168211452,0.16018594292712335,0.15935701679028513,0.14296615954097971,0.15124686920864674,0.1252614030108713,0.09721209170094842,0.4001395049917942
63,64,0.1259585199482356,0.13242110681711808,0.16214333814188697,0.1853624088533783,0.08933574272625132,0.10255069895162326,0.20222818456150657,0.4730008349210217
64,65,0.09851215079633753,0.1132842645326527,0.018219029796600335,0.10189297999117268,0.30351704427335274,0.2809994964857714,0.08357503412411262,0.7477370141146906
65,66,0.15615178964495202,0.17297437196836715,0.22623850033726017,0.16651929815215313,0.029591248795567824,0.02007739443991555,0.22844739666178412,0.6481312764863093
66,67,0.0907881951104071,0.1097002524235867,0.12972542048043392,0.08172917967217518,0.08114463603476758,0.19350351618712436,0.3134088000915051,0.6050093930600564
67,68,0.19248364335669377,0.14269088386712514,0.06205493381489389,0.12985344062692206,0.23494311652355326,0.15782121914830421,0.08015276266250755,0.6356007446405642
68,69,0.03427840528645506,0.0729114916994358,0.07573202399777995,0.09158348937337941,0.30983130007427706,0.36654696931730496,0.04911632025136783,0.612118888935239
69,70,0.24201386152847304,0.1905415516050451,0.08097849917814431,0.11489975454310732,0.20768179196817838,0.1053126446072394,0.058571896569812355,0.5643617274309365
70,71,0.16761164459045433,0.13662178453389137,0.16424891363174648,0.1598974592008842,0.07039397673926244,0.09518976148845147,0.20603645981530985,0.41773652434689607
71,72,0.06262555789896078,0.06592444498648528,0.1636852661307045,0.175109076384684,0.21319491192758888,0.22330809908373123,0.09615264358784535,0.11364290599112793
72,73,0.003106292576652736,0.009277863109686207,0.1152494897779962,0.13955616255042652,0.3342719713451263,0.3035517606793535,0.09498645996075848,0.5724649598262509
73,74,0.18908317826162932,0.1336015676082593,0.2035447604985471,0.14727077579690734,0.13985399885538172,0.07982831162521536,0.10681740735405978,0.7845968146395259
74,75,0.14246877437818656,0.15945147924855788,0.1772818093084012,0.1545536696245189,0.13756603624483402,0.16678396808301488,0.06189426311248646,0.487684275540387
75,76,0.170959446780658,0.14976673176468663,0.20415931756198308,0.20373881385379428,0.13492746059363467,0.1282030348311238,0.008245194614119492,0.5595241074514209
76,77,0.22284243440084817,0.18930264785945763,0.06899517049840627,0.1508126657466494,0.12396859712815421,0.1507124328996329,0.09336605146685145,0.482525416448507
77,78,0.03411546760578498,0.1178234051324076,0.20790483672130783,0.14426099526321068,0.12712912440516724,0.11807257316709055,0.2506935977050311,0.47424032516878006
78,79,0.08416434556172714,0.07428822335163983,0.2312662081555968,0.15330063948113334,0.18045559052455318,0.14698817243782647,0.12953682048752319,0.6394884005290762
79,80,0.038550768836972865,0.12180394999482382,0.2568560980425556,0.2798428544313861,0.07528304949554813,0.10903264041226919,0.1186306387864442,0.21538765223261802
80,81,0.24213575814196944,0.23567559742584362,0.007621571109557074,0.08722422665534012,0.1942336570538885,0.10762249965577454,0.12548668995762668,0.6858734401831698
81,82,0.2140040960925867,0.15901241879737654,0.022387440316580184,0.13469982387210572,0.0801128346942968,0.058281043351904975,0.33150234287514896,0.43704145843174885
82,83,0.10196461392464005,0.10997787411560503,0.14295819307250693,0.11075101936342541,0.192692444698722,0.22537776034879406,0.11627809447630648,0.5157738500172065
83,84,0.017851836662927344,0.08657251497159275,0.2553755805905958,0.21924019580892107,0.2098342568551995,0.13859662605487316,0.0725289890558904,0.540846100292458
84,85,0.1185378564673971,0.19100821165863924,0.2053382200382214,0.23010493744645424,0.08336768285605047,0.0788401908252209,0.09280290070801656,0.5096212179815561
85,86,0.1269398363425961,0.14359489129966302,0.19432804211887716,0.22279328195946121,0.023399701908893098,0.11024945766509381,0.17869478870541555,0.44500146787814227
86,87,0.23560559740405615,0.2243490550992961,0.03405973637079557,0.07315624129999761,0.04229425117078646,0.14526965395397604,0.24526546470109212,0.5041166070042324
87,88,0.19106160731543492,0.1487600180208694,0.19682219736941872,0.11993871927295718,0.18160363543222152,0.1000838055674481,0.061730017021650166,0.7519980222638989
88,89,0.15769818601066024,0.16324149714989566,0.14612524247997127,0.12912016868250525,0.15098538484251844,0.12675523534833527,0.12607428548611377,0.6114142247243296
89,90,0.2728888098054268,0.23118647223879987,0.2198413424550422,0.19041085778635067,0.026003263212723105,0.0474469594959715,0.012222295005685904,0.7033535775828809
90,91,0.03470925763100918,0.10637782071557868,0.22510206360027968,0.1873312801048006,0.21306915721808442,0.11182553553040027,0.121584885199847,0.33047085453988273
91,92,0.15345791300610157,0.14935288297765462,0.20751161046263997,0.2069181590357772,0.07343628445080742,0.04239219478597081,0.1669309552810483,0.4743062892983797
92,93,0.22148657624315485,0.2081195415799244,0.059322321682624364,0.08206169123146985,0.13931347688992804,0.1910814120028223,0.09861498037007618,0.7103289412956454
93,94,0.1306134617132206,0.12722137492708394,0.1217827751482542,0.15124094692527457,0.21615266356102295,0.12180287771921361,0.13118590000593017,0.54053395195104
94,95,0.2920115314567534,0.23061862159896376,0.10875637388946148,0.0938184804996463,0.12573752815733413,0.07141952954067571,0.07763793485716527,0.7731144335071374
95,96,0.12076451736093467,0.09748687096260235,0.1939034733340336,0.18212587639241132,0.11380455931800137,0.11044950538617924,0.18146519724583754,0.7009272767540581
96,97,0.18908469588743992,0.15628579342388133,0.2089290356286994,0.26671993199543254,0.004949249575711309,0.15512071855033724,0.018910574938498365,0.6650038225725091
97,98,0.14517594648645113,0.12061527090382318,0.21547898128049497,0.14312692857803064,0.027707683941686136,0.05840557243294741,0.28948961637656656,0.473306213303288
98,99,0.010798184453472182,0.10691025713078743,0.33895831120835623,0.20478872956072813,0.10985112617367589,0.14449847950221467,0.08419491197076537,0.40861561841682215
99,100,0.05310724212070451,0.08887756549178724,0.19490797693907425,0.20231352023029656,0.013709668489052071,0.016680339671692277,0.43040368705739307,0.0
100,101,0.010151190968689463,0.01271054830659122,0.29556139731204817,0.18930353681070614,0.20392547142382994,0.17448580077564937,0.11386205440248569,0.4192950760440757
101,102,0.1524001922592877,0.1763009757266782,0.12764357780814525,0.1482719121946072,0.10210893851747074,0.12021451361263931,0.17305988988117169,0.4762687049426017
102,103,0.11049478621030405,0.17054044076695968,0.05552044634341008,0.16189624924628435,0.19267070020509852,0.19667104696810567,0.1122063302598375,0.5515457734760069
103,104,0.13511303697468374,0.1685224915070034,0.18488097115557295,0.15705148576437059,0.046398882388393896,0.06735768775797783,0.24067544445199765,0.46600750092698984
104,105,0.23021010111567966,0.23685651037543615,0.20121586786426665,0.14697907268482518,0.07506507168037976,0.07755105101934785,0.03212232526006469,0.6215852254225673
105,106,0.10456390170765338,0.09507647914501632,0.13286349509859874,0.1526010843952136,0.2784365857556785,0.16157956271818924,0.0748788911796501,0.3160281129418942
106,107,0.08917930836044871,0.08825743078266732,0.18627152590712284,0.17464718524390505,0.20976757174747854,0.14473780843033618,0.10713916952804128,0.3869619445796444
107,108,0.23814360485717606,0.23839771293524661,0.28560902128087917,0.17250693215363055,0.015890959060760025,0.023625436783285977,0.025826332929021575,0.7381613331920934
108,109,0.07169105509865456,0.1156105557441125,0.08676457181818649,0.12593796908464738,0.2789908357361819,0.2595970628980402,0.06140794962017717,0.7254876201741695
109,110,0.017951521077806624,0.02333250607373493,0.2293547301781706,0.1948200685782553,0.13452724311785466,0.17992998776764266,0.22008394320653518,0.3539686820079001
110,111,0.08220022054175732,0.1269737970323952,0.039918759757929106,0.0963141227251196,0.15997956969320137,0.2175910522053186,0.2770224780442789,0.4465976112320609
111,112,0.06947232191065986,0.07764492224953755,0.08705114433271784,0.09394685482108583,0.21557644176472515,0.2941733407230524,0.16213497419822145,0.5537085542358847
112,113,0.2614605665991886,0.20190578744190513,0.051809887577375605,0.11141167249670549,0.019515825358301493,0.0942388487011336,0.2596574118253902,0.4271633917582809
113,114,0.200431160093125,0.18025615893323998,0.22172859294153066,0.14210397407136244,0.022291383950379058,0.09806054298029909,0.13512818703006357,0.6132844714269357
114,115,0.1714238059746844,0.16813847860958592,0.17707713032578068,0.1278184139107278,0.16263026861961224,0.11990905144324268,0.0730028511163663,0.5083671384183385
115,116,0.23060091766548735,0.20747037084191966,0.04024896557209991,0.11702582161079388,0.09022250729894395,0.12856668431715096,0.18586473269360423,0.6620662190236297
116,117,0.17259797173557878,0.12671294050036422,0.09456460054116567,0.12019853261464897,0.19699403821516295,0.1474250522669477,0.14150686412613164,0.5650519453704834
117,118,0.05470617454738722,0.1154811881725531,0.18041802290844758,0.10986300528638017,0.11922069939255442,0.13027904348923872,0.29003186620343885,0.4574443975835897
118,119,0.331956735526412,0.2620039653469164,0.03104160647492009,0.055574979610122206,0.053288628956582325,0.16755882750551881,0.09857525657952829,0.561870533032069
119,120,0.12431646094649511,0.09597734073260246,0.20339382209712972,0.14180426476002692,0.164740139094605,0.11486065671068194,0.1549073156584588,0.6084478843772737
120,121,0.2191490010498845,0.22576938660882442,0.21810769616280054,0.16026465973806225,0.07961965831424432,0.08296972326901789,0.014119874857165914,0.9229819722355707
121,122,0.21954531892560672,0.2239230523329738,0.12377732295551763,0.09852757730400123,0.12874195545056155,0.17764111936297586,0.027843653668363184,0.5119258518877876
122,123,0.0921632463779368,0.139472396748848,0.2802910519411064,0.17542313862220968,0.20224475517698445,0.10926979412102288,0.0011356170118917608,0.5561277633031099
123,124,0.028403348974053146,0.08256085082099528,0.10782011248798043,0.11207133035321541,0.23234955525795928,0.17884356107281044,0.25795124103298595,0.43835940981207405
124,125,0.046529789696294885,0.07269841084292233,0.2008924190197997,0.18036638597242555,0.16171480206173092,0.17402518787852267,0.16377300452830396,0.5319100294504144
125,126,0.09911645306210727,0.10773180962597101,0.15500036050289137,0.14932051587545256,0.1569592309530701,0.14930133545714785,0.18257029452335982,0.4014212321181069
126,127,0.18163078098747923,0.13293586989778383,0.14092146478729164,0.14431424835523216,0.15090474016593977,0.13611407679086351,0.11317881901540988,0.19708552469908036
127,128,0.23090796313047013,0.19450826442644367,0.044520675330607565,0.03542035255844262,0.25376295100613805,0.16038087755252933,0.08049891599536864,0.8316104294146206
128,129,0.0025921981975036883,0.04350316200396881,0.3288389847039044,0.33921398889273524,0.11030211370000542,0.11914856811707436,0.05640098438480798,0.5130594627544652
129,130,0.19072367720734684,0.1626058154257281,0.1596335503623316,0.22102425391756222,0.000415279128107778,0.1592939491743589,0.1063034747845647,0.28122112827821444
130,131,0.1623064374334466,0.19800308762658295,0.06308297080482932,0.16307057486398804,0.1057470343300254,0.1615969360864524,0.14619295885467554,0.43517780411235674
131,132,0.10021876292217442,0.13727736433809073,0.005688724105691371,0.1519508634130083,0.09831623872802012,0.16528826754029152,0.3412597789527236,0.5615169080661199
132,133,0.0389301966506219,0.03514786010310487,0.18179895765623733,0.23025066637689084,0.2149524180486994,0.12364709272812226,0.17527280843632342,0.6020732605712444
133,134,0.12332492989393636,0.11045617520499064,0.19264987753352086,0.19511251661749265,0.23148378755948973,0.11866929669078576,0.028303416499784,0.6934095775529481
134,135,0.21289129976134377,0.1953040082342767,0.16241653577086249,0.11553788849721433,0.13399243278325057,0.17578722338256403,0.004070611570488025,0.6178289114591586
135,136,0.12632017741048007,0.0973505874626842,0.34794719990688583,0.30519345356613176,0.006348564399296611,0.07684465275481497,0.03999536449970646,0.5190670956128022
136,137,0.1540909642632058,0.18371120692257153,0.0235853091472133,0.10241132042130655,0.21646133996561465,0.19781371032644496,0.1219261489536432,0.5300669732049855
137,138,0.1647346658858957,0.15012177592913517,0.1714076532477871,0.17200948356787052,0.07581114809262228,0.04724517704095464,0.2186700962357345,0.6536965344985748
138,139,0.11197807316901955,0.122782982845725,0.057712651147189056,0.09885872764747282,0.20480095050347255,0.20758143544995034,0.19628517923717068,0.361361955062518
139,140,0.18221384803489182,0.1608734924373414,0.1609123546640977,0.10168194940007397,0.10436115153165582,0.1396109634854481,0.15034624044649114,0.45362824799542917
140,141,0.20873690974632375,0.19977322375420123,0.17763963561218243,0.13877877774451552,0.07433196043490575,0.09959152112265356,0.10114797158521768,0.7272268142244284
141,142,0.1052365113853237,0.11727731496082194,0.2260335579477032,0.2895598950796304,0.056248342715560805,0.05448014788805451,0.15116423002290533,0.45234488666877914
142,143,0.16800157254008616,0.1863239497083416,0.23996433501564252,0.22296392504359097,0.031900595168193886,0.11422121266766662,0.03662440985647806,0.7417365140071287
143,144,0.07703195046862901,0.09737458691448488,0.08048105017382276,0.1034189046844836,0.2128883238179095,0.2045456511748307,0.22425953276583946,0.3537547751441346
144,145,0.07516151522416786,0.07375146947496844,0.12432815525817786,0.10297409079806147,0.24233966800214155,0.1747908663051737,0.20665423493730908,0.4565438185365431
145,146,0.010942387781212159,0.08585245276724027,0.24373579802328982,0.18996112761598363,0.19275741944576114,0.226879151111952,0.049871663254561036,0.3478148606475179
146,147,0.18140698907287728,0.1981793400200177,0.13667780734674956,0.18858906080857515,0.030782101737726105,0.11191541660984,0.15244928440421426,0.520813104851982
147,148,0.14650272000098627,0.16012242931173767,0.10427811119929416,0.14026149468767035,0.11716836801789196,0.1896244765211448,0.14204240026127482,0.31570892570235126
148,149,0.014798544405613291,0.08371374115266976,0.14207075091864999,0.17578219051662383,0.2095474124724545,0.19439292592962806,0.17969443460436052,0.34724794283985627
149,150,0.06300816736252782,0.10294007378162404,0.18728559021347888,0.15346639911345836,0.17633485824811299,0.10301099538898228,0.21395391589181556,0.28029756676553125
150,151,0.26273711416056506,0.24538913898042047,0.09696675430662885,0.13110554200556757,0.03419749672502709,0.06189152749933348,0.1677124263224575,0.6899840297848863
151,152,0.1428606536325076,0.24974614697879857,0.10362121747530757,0.12142129393217148,1.8318916744018246e-05,0.060178492165718474,0.3221538768987523,0.559684704160088
152,153,0.04199959424060318,0.09005096875962039,0.20638618548685553,0.20562637578760087,0.20642184598400956,0.23492829707266014,0.014586732668650447,0.266800824304275
153,154,0.13957568554293534,0.15588905350459248,0.23554157753014068,0.1901000309669872,0.10168939633119782,0.15926513144536786,0.01793912467877843,0.7347224674212453
154,155,0.3172869582389209,0.28184131578220467,0.03239582482045265,0.07642074679146545,0.08191910966104786,0.14982795748493058,0.06030808722097801,1.0
155,156,0.16320497487074873,0.26649850186440416,0.16173433571603538,0.2721619825982213,0.008696076808208376,0.10581081656567547,0.021893311576706622,0.5676947550766226
156,157,0.1955187500795129,0.15070420460999123,0.041298494167589024,0.13372165580413417,0.157168691771214,0.10535290762051927,0.21623529594703944,0.4390854473524124
157,158,0.16851462927548969,0.17643021937933437,0.07698491058039923,0.05185571944648752,0.18832412893667957,0.17784758942850937,0.16004280295310025,0.9206802107506545
158,159,0.06740384572688825,0.12136996770799131,0.1277381822548393,0.17021544002374747,0.27162398106002966,0.20305740238133804,0.038591180845166065,0.35780653366826093
159,160,0.16704476184886094,0.1189440340960511,0.1717724648212509,0.12989125728060782,0.1297756233055455,0.090784622428073,0.19178723621961077,0.5317009606687875
160,161,0.11053935082115458,0.15183874788422463,0.19570617822902386,0.17079273227058425,0.15462433192760752,0.16997681953898044,0.04652183932842479,0.5693273800963776
161,162,0.24653615791865827,0.18764922594657588,0.24210016096856657,0.14867770092511856,0.03316350011398858,0.02444483818551785,0.11742841594157427,0.7994827224509905
162,163,0.2045540814892145,0.17564881108690947,0.1137748274772752,0.10714560114242186,0.17722005750782013,0.1412669567629973,0.0803896645333614,0.6571503703238464
163,164,0.13888116603546377,0.15503550194852234,0.21811634779256053,0.1829857560222283,0.09849651191886499,0.10997690150496307,0.09650781477739707,0.4807742153820365
164,165,0.040715151262720795,0.05024846330111337,0.21252162118956053,0.1376457595628733,0.2737807924775239,0.1702504654371579,0.11483774676905022,0.37146316172275207
165,166,0.16730214265809765,0.16626050988328966,0.19610423155925946,0.15700702465654548,0.07785772369987543,0.1375367342965717,0.09793163324636049,0.5097944610919288
166,167,0.10507583749789778,0.15532611880954988,0.20772181176533944,0.2461081242178693,0.07871321944143499,0.07360294093333958,0.1334519473345691,0.3634617872455782
167,168,0.09777157827264693,0.14824331758599288,0.06618701294838866,0.06181073568788254,0.04978007180236374,0.0590550933793581,0.5171521903233671,0.35845058353509335
168,169,0.019519300126198395,0.01458059639525604,0.3236901766490498,0.34059101536157715,0.15075331196460454,0.12409332670446813,0.02677227279884575,0.36477180385953023
169,170,0.24154128277496814,0.20427895898144335,0.13289385467859519,0.14672135494646474,0.03950583183729317,0.176938760475765,0.058119956305470497,0.4019713230425805
170,171,0.20989866567021065,0.20426331092457148,0.2126132525711571,0.2087529112043506,0.054799862611023806,0.09330737504520539,0.01636462197348089,0.7757832023833464
171,172,0.005665959960205488,0.1045102809520935,0.02378755886542205,0.049828487837868175,0.33724769926824966,0.2651893522515274,0.21377066086463364,0.36861547364126934
172,173,0.23986986688202833,0.2566933713772858,0.08191633605589548,0.07903295444296318,0.20802285707760682,0.10893188548305355,0.02553272868116679,0.5438562493601814
173,174,0.06384098175076341,0.06665746213491866,0.24120143822333856,0.1628123100180235,0.14991544857522884,0.0798101956866127,0.23576216361111435,0.42662974319380215
174,175,0.17324917874506549,0.1723495645327971,0.061004853687356066,0.04417463369376502,0.23459404192191746,0.17715610950224642,0.1374716179168524,0.5944529788695796
175,176,0.04054437680574992,0.0660489293555756,0.19463213749010813,0.13404620709466306,0.23149364741778997,0.21069278919577816,0.12254191264033534,0.2462951925267742
176,177,0.17276195162059732,0.1794310881427653,0.06983014448574713,0.10833060639724519,0.14570181936042897,0.18352339715785454,0.14042099283536152,0.5810897761213748
177,178,0.11037883365060708,0.08642524475738712,0.183486087026062,0.21074961617670512,0.23188962063171806,0.12831834934274808,0.04875224841477255,0.40697752165319717
178,179,0.22227289676325385,0.2097654040563951,0.1647122016153015,0.17609956660733153,0.07757852254528602,0.10266227038587897,0.04690913802655293,0.8343788219655981
179,180,0.0504753850320159,0.09493235807955804,0.1881636736439141,0.21348628058246782,0.11221959003554398,0.22370470328380967,0.1170180093426904,0.48549184425143416
180,181,0.12211825686037797,0.18892209991075612,0.1093159953312814,0.08140557742675679,0.14418741774909669,0.14155021833450362,0.21250043438722746,0.4635105089050295
181,182,0.047577314040727285,0.07630629133313718,0.08915778908589485,0.10199501713924791,0.28196965143132613,0.3148955039418305,0.08809843302783597,0.36791343762929685
182,183,0.29399606138227996,0.26613777346844136,0.010552186506205418,0.045731173364222104,0.21689526756126518,0.1297011576724347,0.03698638004515122,0.7121783200690257
